State,Year,Total_Crimes,Normalized_Crime_Factor,hour,battery_percent,is_alone,mode_of_travel,risk_score
Lakshadweep,2016,8,0.0,15,66,0,cab,1.4
Lakshadweep,2016,8,0.0,17,57,0,metro,1.0
Lakshadweep,2016,8,0.0,17,96,0,metro,1.0
Lakshadweep,2016,8,0.0,17,51,1,cab,2.7
Lakshadweep,2016,8,0.0,21,88,1,metro,2.9
Lakshadweep,2016,8,0.0,0,93,0,cab,2.7
Lakshadweep,2016,8,0.0,23,18,0,cab,3.5
Lakshadweep,2016,8,0.0,20,24,0,metro,1.6
Lakshadweep,2016,8,0.0,22,53,1,metro,3.0
Lakshadweep,2016,8,0.0,23,35,0,walking,3.3
Lakshadweep,2016,8,0.0,5,85,1,cab,2.4
Lakshadweep,2016,8,0.0,19,53,1,metro,2.5
Lakshadweep,2016,8,0.0,11,32,1,walking,3.7
Lakshadweep,2016,8,0.0,22,40,0,metro,1.8
Lakshadweep,2016,8,0.0,6,53,1,walking,3.1
Lakshadweep,2016,8,0.0,9,68,1,cab,2.7
Lakshadweep,2016,8,0.0,0,100,0,walking,3.9
Lakshadweep,2016,8,0.0,21,82,0,cab,2.6
Lakshadweep,2016,8,0.0,22,50,1,metro,3.2
Lakshadweep,2016,8,0.0,13,21,1,metro,1.9
Lakshadweep,2016,8,0.0,19,92,1,walking,3.9
Lakshadweep,2016,8,0.0,19,27,1,cab,3.1
Lakshadweep,2016,8,0.0,21,59,0,cab,2.5
Lakshadweep,2016,8,0.0,9,6,0,walking,3.6
Lakshadweep,2016,8,0.0,18,31,0,walking,3.2
Lakshadweep,2016,8,0.0,0,52,0,metro,2.3
Lakshadweep,2016,8,0.0,18,31,0,walking,3.0
Lakshadweep,2016,8,0.0,5,28,1,walking,3.3
Lakshadweep,2016,8,0.0,9,88,1,walking,3.4
Lakshadweep,2016,8,0.0,16,44,0,walking,2.3
Lakshadweep,2016,8,0.0,18,39,0,metro,1.3
Lakshadweep,2016,8,0.0,9,87,1,metro,2.1
Lakshadweep,2016,8,0.0,0,57,0,metro,2.5
Lakshadweep,2016,8,0.0,23,16,0,cab,3.4
Lakshadweep,2016,8,0.0,22,42,0,metro,1.8
Lakshadweep,2016,8,0.0,14,12,0,walking,3.3
Lakshadweep,2016,8,0.0,8,15,1,metro,3.0
Lakshadweep,2016,8,0.0,17,27,1,metro,1.9
Lakshadweep,2016,8,0.0,20,40,0,cab,2.2
Lakshadweep,2016,8,0.0,18,14,1,cab,3.9
Lakshadweep,2016,8,0.0,22,88,0,walking,3.6
Lakshadweep,2016,8,0.0,1,93,1,cab,3.9
Lakshadweep,2016,8,0.0,3,80,1,walking,4.8
Lakshadweep,2016,8,0.0,0,50,1,metro,3.2
Lakshadweep,2016,8,0.0,19,88,1,cab,3.0
Lakshadweep,2016,8,0.0,14,98,1,metro,2.0
Lakshadweep,2016,8,0.0,17,83,0,metro,1.0
Lakshadweep,2016,8,0.0,15,34,1,cab,2.5
Lakshadweep,2016,8,0.0,16,54,0,metro,1.0
Lakshadweep,2016,8,0.0,22,67,0,metro,2.1
Lakshadweep,2016,8,0.0,23,74,1,cab,3.4
Lakshadweep,2016,8,0.0,19,64,1,walking,4.0
Lakshadweep,2016,8,0.0,13,34,1,cab,2.4
Lakshadweep,2016,8,0.0,18,96,0,cab,2.0
Lakshadweep,2016,8,0.0,20,24,1,walking,4.0
Lakshadweep,2016,8,0.0,22,21,0,metro,1.9
Lakshadweep,2016,8,0.0,23,27,1,walking,4.7
Lakshadweep,2016,8,0.0,0,6,1,metro,4.3
Lakshadweep,2016,8,0.0,8,21,1,walking,3.4
Lakshadweep,2016,8,0.0,12,11,1,walking,4.6
Lakshadweep,2016,8,0.0,17,35,1,walking,3.4
Lakshadweep,2016,8,0.0,17,64,1,cab,2.6
Lakshadweep,2016,8,0.0,17,86,1,walking,3.5
Lakshadweep,2016,8,0.0,12,47,0,walking,2.6
Lakshadweep,2016,8,0.0,16,61,1,walking,3.5
Lakshadweep,2016,8,0.0,2,42,1,metro,3.2
Lakshadweep,2016,8,0.0,11,66,1,walking,3.3
Lakshadweep,2016,8,0.0,16,77,1,metro,1.9
Lakshadweep,2016,8,0.0,1,74,1,cab,3.8
Lakshadweep,2016,8,0.0,18,88,1,walking,4.1
Lakshadweep,2016,8,0.0,19,70,0,cab,1.9
Lakshadweep,2016,8,0.0,16,74,0,walking,2.4
Lakshadweep,2016,8,0.0,14,10,0,walking,3.6
Lakshadweep,2016,8,0.0,1,50,0,metro,2.4
Lakshadweep,2016,8,0.0,15,5,1,metro,2.9
Lakshadweep,2016,8,0.0,14,54,1,cab,2.5
Lakshadweep,2016,8,0.0,21,71,0,cab,2.6
Lakshadweep,2016,8,0.0,11,78,1,walking,3.5
Lakshadweep,2016,8,0.0,19,91,1,cab,2.9
Lakshadweep,2016,8,0.0,0,95,1,cab,3.8
Lakshadweep,2016,8,0.0,18,83,0,metro,1.6
Lakshadweep,2016,8,0.0,16,85,0,walking,2.6
Lakshadweep,2016,8,0.0,15,90,1,metro,2.1
Lakshadweep,2016,8,0.0,2,27,0,walking,3.8
Lakshadweep,2016,8,0.0,17,11,1,walking,4.3
Lakshadweep,2016,8,0.0,19,23,1,cab,3.1
Lakshadweep,2016,8,0.0,18,27,1,walking,4.1
Lakshadweep,2016,8,0.0,16,65,1,metro,2.0
Lakshadweep,2016,8,0.0,18,26,1,metro,2.6
Lakshadweep,2016,8,0.0,13,42,1,walking,3.6
Lakshadweep,2016,8,0.0,10,32,1,cab,2.5
Lakshadweep,2016,8,0.0,21,54,0,cab,2.3
Puducherry,2016,88,0.01,13,13,0,metro,2.1
Puducherry,2016,88,0.01,16,76,0,cab,1.7
Puducherry,2016,88,0.01,11,54,1,cab,2.4
Puducherry,2016,88,0.01,17,58,0,cab,1.5
Puducherry,2016,88,0.01,12,74,0,walking,2.5
Puducherry,2016,88,0.01,10,59,1,walking,3.5
Puducherry,2016,88,0.01,11,86,0,walking,2.6
Puducherry,2016,88,0.01,19,17,0,metro,2.5
Puducherry,2016,88,0.01,19,75,1,metro,2.6
Puducherry,2016,88,0.01,11,27,1,metro,2.0
Puducherry,2016,88,0.01,0,6,1,cab,4.8
Puducherry,2016,88,0.01,18,56,1,cab,3.1
Puducherry,2016,88,0.01,22,50,0,metro,2.1
Puducherry,2016,88,0.01,0,99,1,walking,5.0
Puducherry,2016,88,0.01,11,65,0,walking,2.4
Puducherry,2016,88,0.01,14,76,0,metro,1.0
Puducherry,2016,88,0.01,18,55,1,walking,4.1
Puducherry,2016,88,0.01,18,76,1,cab,2.9
Puducherry,2016,88,0.01,14,97,1,cab,2.5
Puducherry,2016,88,0.01,21,25,1,cab,3.5
Puducherry,2016,88,0.01,11,31,0,metro,1.2
Puducherry,2016,88,0.01,21,21,1,walking,4.6
Puducherry,2016,88,0.01,20,73,0,walking,2.8
Puducherry,2016,88,0.01,20,12,0,walking,3.9
Puducherry,2016,88,0.01,13,93,0,cab,1.4
Puducherry,2016,88,0.01,16,62,0,metro,1.0
Puducherry,2016,88,0.01,17,54,0,metro,1.2
Puducherry,2016,88,0.01,23,85,1,metro,2.9
Puducherry,2016,88,0.01,19,33,1,walking,4.0
Puducherry,2016,88,0.01,0,97,1,walking,4.9
Puducherry,2016,88,0.01,8,93,0,cab,1.7
Puducherry,2016,88,0.01,15,83,0,cab,1.4
Puducherry,2016,88,0.01,23,90,0,cab,2.4
Puducherry,2016,88,0.01,17,49,1,metro,2.1
Puducherry,2016,88,0.01,2,11,0,walking,4.6
Puducherry,2016,88,0.01,20,51,1,cab,2.9
Puducherry,2016,88,0.01,17,24,1,cab,2.5
Puducherry,2016,88,0.01,19,78,1,metro,2.3
Puducherry,2016,88,0.01,2,33,1,metro,3.2
Puducherry,2016,88,0.01,4,48,1,metro,3.3
Puducherry,2016,88,0.01,18,29,0,metro,1.6
Puducherry,2016,88,0.01,21,80,1,walking,4.5
Puducherry,2016,88,0.01,22,67,0,walking,3.6
Puducherry,2016,88,0.01,12,20,0,walking,2.5
Puducherry,2016,88,0.01,9,64,0,cab,1.3
Puducherry,2016,88,0.01,23,52,0,walking,3.6
Puducherry,2016,88,0.01,22,6,1,walking,5.5
Puducherry,2016,88,0.01,16,65,1,metro,2.1
Puducherry,2016,88,0.01,1,30,0,walking,3.9
Puducherry,2016,88,0.01,17,95,0,metro,1.0
Puducherry,2016,88,0.01,23,78,1,cab,3.4
Puducherry,2016,88,0.01,21,48,1,cab,3.5
Puducherry,2016,88,0.01,23,28,1,walking,4.3
Puducherry,2016,88,0.01,19,96,0,walking,3.1
Puducherry,2016,88,0.01,18,20,0,metro,1.4
Puducherry,2016,88,0.01,18,32,0,walking,2.9
Puducherry,2016,88,0.01,21,70,1,metro,2.8
Puducherry,2016,88,0.01,19,68,1,metro,2.6
Puducherry,2016,88,0.01,0,42,0,metro,2.2
Puducherry,2016,88,0.01,9,87,1,cab,2.5
Puducherry,2016,88,0.01,14,76,1,walking,3.6
Puducherry,2016,88,0.01,12,93,1,walking,3.5
Puducherry,2016,88,0.01,21,80,1,cab,3.5
Puducherry,2016,88,0.01,7,15,1,metro,2.8
Puducherry,2016,88,0.01,2,38,0,walking,3.6
Puducherry,2016,88,0.01,20,69,0,cab,2.1
Puducherry,2016,88,0.01,0,13,1,cab,4.8
Puducherry,2016,88,0.01,21,10,0,cab,3.3
Puducherry,2016,88,0.01,17,37,0,metro,1.1
Puducherry,2016,88,0.01,22,76,0,walking,3.5
Puducherry,2016,88,0.01,15,51,1,metro,2.0
Puducherry,2016,88,0.01,21,26,1,metro,3.2
Puducherry,2016,88,0.01,19,30,1,cab,3.2
Puducherry,2016,88,0.01,19,45,1,walking,4.1
Puducherry,2016,88,0.01,1,54,1,cab,4.0
Puducherry,2016,88,0.01,19,36,1,walking,4.0
Puducherry,2016,88,0.01,20,12,0,walking,3.9
Puducherry,2016,88,0.01,12,67,1,walking,3.6
Puducherry,2016,88,0.01,18,18,1,metro,3.7
Puducherry,2016,88,0.01,16,39,0,walking,2.6
Puducherry,2016,88,0.01,19,66,0,metro,1.4
Puducherry,2016,88,0.01,5,88,1,metro,1.6
Puducherry,2016,88,0.01,6,50,0,cab,1.1
Puducherry,2016,88,0.01,10,15,1,metro,3.1
Puducherry,2016,88,0.01,0,29,0,walking,3.9
Puducherry,2016,88,0.01,17,63,1,walking,3.5
Puducherry,2016,88,0.01,0,57,1,cab,3.9
Puducherry,2016,88,0.01,16,98,1,metro,2.1
Puducherry,2016,88,0.01,0,83,0,walking,3.7
Puducherry,2016,88,0.01,21,87,1,walking,4.6
Puducherry,2016,88,0.01,21,84,0,walking,3.4
Puducherry,2016,88,0.01,15,32,0,walking,2.4
Puducherry,2016,88,0.01,14,49,1,walking,3.3
Puducherry,2016,88,0.01,14,49,1,metro,1.9
Puducherry,2016,88,0.01,0,69,1,cab,3.8
Puducherry,2016,88,0.01,13,94,1,walking,3.4
Puducherry,2016,88,0.01,3,6,1,metro,4.4
Puducherry,2016,88,0.01,19,82,1,walking,3.9
Puducherry,2016,88,0.01,15,99,1,metro,1.9
Puducherry,2016,88,0.01,2,79,1,walking,4.9
Andhra Pradesh,2017,16256,1.56,21,80,1,cab,5.2
Andhra Pradesh,2017,16256,1.56,17,6,1,metro,4.5
Andhra Pradesh,2017,16256,1.56,17,82,1,walking,5.1
Andhra Pradesh,2017,16256,1.56,0,5,0,cab,5.4
Andhra Pradesh,2017,16256,1.56,0,93,0,cab,4.2
Andhra Pradesh,2017,16256,1.56,19,14,1,cab,5.5
Andhra Pradesh,2017,16256,1.56,14,81,1,metro,3.6
Andhra Pradesh,2017,16256,1.56,8,53,0,walking,4.1
Andhra Pradesh,2017,16256,1.56,20,15,0,walking,5.5
Andhra Pradesh,2017,16256,1.56,9,91,0,cab,3.0
Andhra Pradesh,2017,16256,1.56,21,10,1,walking,7.1
Andhra Pradesh,2017,16256,1.56,17,5,0,walking,5.1
Andhra Pradesh,2017,16256,1.56,17,29,1,cab,4.1
Andhra Pradesh,2017,16256,1.56,0,53,1,walking,6.3
Andhra Pradesh,2017,16256,1.56,1,12,1,cab,6.4
Andhra Pradesh,2017,16256,1.56,17,28,0,cab,3.1
Andhra Pradesh,2017,16256,1.56,15,42,1,metro,3.8
Andhra Pradesh,2017,16256,1.56,1,92,0,walking,5.3
Andhra Pradesh,2017,16256,1.56,20,57,1,cab,4.5
Andhra Pradesh,2017,16256,1.56,8,78,1,metro,3.4
Andhra Pradesh,2017,16256,1.56,15,31,1,metro,3.7
Andhra Pradesh,2017,16256,1.56,1,31,1,walking,6.5
Andhra Pradesh,2017,16256,1.56,14,64,0,cab,3.2
Andhra Pradesh,2017,16256,1.56,0,10,0,metro,4.8
Andhra Pradesh,2017,16256,1.56,2,67,1,metro,4.8
Andhra Pradesh,2017,16256,1.56,17,16,0,walking,5.0
Andhra Pradesh,2017,16256,1.56,0,47,1,walking,6.5
Andhra Pradesh,2017,16256,1.56,19,57,1,metro,3.9
Andhra Pradesh,2017,16256,1.56,0,94,1,cab,5.2
Andhra Pradesh,2017,16256,1.56,14,6,0,metro,3.7
Andhra Pradesh,2017,16256,1.56,19,24,0,walking,4.7
Andhra Pradesh,2017,16256,1.56,11,74,0,walking,4.1
Andhra Pradesh,2017,16256,1.56,14,64,1,cab,4.2
Andhra Pradesh,2017,16256,1.56,15,6,0,metro,3.4
Andhra Pradesh,2017,16256,1.56,19,43,0,metro,3.1
Andhra Pradesh,2017,16256,1.56,13,59,0,walking,4.2
Andhra Pradesh,2017,16256,1.56,6,64,1,metro,3.2
Andhra Pradesh,2017,16256,1.56,21,15,0,metro,4.6
Andhra Pradesh,2017,16256,1.56,21,31,1,metro,4.6
Andhra Pradesh,2017,16256,1.56,14,66,0,walking,3.9
Andhra Pradesh,2017,16256,1.56,17,94,0,walking,4.0
Andhra Pradesh,2017,16256,1.56,1,93,0,walking,5.4
Andhra Pradesh,2017,16256,1.56,17,18,1,metro,4.7
Andhra Pradesh,2017,16256,1.56,1,66,1,cab,5.5
Andhra Pradesh,2017,16256,1.56,20,32,0,walking,4.5
Andhra Pradesh,2017,16256,1.56,19,32,0,walking,4.4
Andhra Pradesh,2017,16256,1.56,16,43,0,metro,2.8
Andhra Pradesh,2017,16256,1.56,1,54,0,walking,5.2
Andhra Pradesh,2017,16256,1.56,14,60,0,metro,2.7
Andhra Pradesh,2017,16256,1.56,13,65,0,walking,4.0
Andhra Pradesh,2017,16256,1.56,21,68,0,cab,4.1
Andhra Pradesh,2017,16256,1.56,21,17,0,metro,4.6
Andhra Pradesh,2017,16256,1.56,8,66,0,walking,4.2
Andhra Pradesh,2017,16256,1.56,15,69,1,metro,3.6
Andhra Pradesh,2017,16256,1.56,19,78,0,cab,3.6
Andhra Pradesh,2017,16256,1.56,18,89,1,walking,5.5
Andhra Pradesh,2017,16256,1.56,18,59,0,cab,3.7
Andhra Pradesh,2017,16256,1.56,0,35,1,cab,5.5
Andhra Pradesh,2017,16256,1.56,0,13,0,metro,4.8
Andhra Pradesh,2017,16256,1.56,3,69,0,walking,5.3
Andhra Pradesh,2017,16256,1.56,20,94,0,cab,3.5
Andhra Pradesh,2017,16256,1.56,0,11,1,cab,6.2
Andhra Pradesh,2017,16256,1.56,0,8,0,walking,6.5
Andhra Pradesh,2017,16256,1.56,13,11,0,walking,5.1
Andhra Pradesh,2017,16256,1.56,15,96,1,walking,5.1
Andhra Pradesh,2017,16256,1.56,14,43,1,metro,3.6
Andhra Pradesh,2017,16256,1.56,22,92,1,cab,5.1
Andhra Pradesh,2017,16256,1.56,9,84,1,walking,4.9
Andhra Pradesh,2017,16256,1.56,23,69,0,metro,3.4
Andhra Pradesh,2017,16256,1.56,0,89,1,cab,5.5
Andhra Pradesh,2017,16256,1.56,17,14,0,cab,4.0
Andhra Pradesh,2017,16256,1.56,17,59,0,walking,4.1
Andhra Pradesh,2017,16256,1.56,13,11,0,walking,5.1
Andhra Pradesh,2017,16256,1.56,18,78,1,metro,4.1
Andhra Pradesh,2017,16256,1.56,20,36,0,walking,4.5
Andhra Pradesh,2017,16256,1.56,16,30,0,metro,2.6
Andhra Pradesh,2017,16256,1.56,16,72,1,walking,5.0
Andhra Pradesh,2017,16256,1.56,13,92,1,cab,4.1
Andhra Pradesh,2017,16256,1.56,18,79,1,metro,4.1
Andhra Pradesh,2017,16256,1.56,16,47,0,metro,2.6
Andhra Pradesh,2017,16256,1.56,5,34,1,walking,4.9
Andhra Pradesh,2017,16256,1.56,0,46,1,walking,6.4
Andhra Pradesh,2017,16256,1.56,3,19,1,metro,6.0
Andhra Pradesh,2017,16256,1.56,5,31,1,metro,3.2
Andhra Pradesh,2017,16256,1.56,21,48,1,metro,4.4
Andhra Pradesh,2017,16256,1.56,1,39,0,cab,4.2
Andhra Pradesh,2017,16256,1.56,20,29,1,walking,5.4
Andhra Pradesh,2017,16256,1.56,19,59,0,walking,4.6
Andhra Pradesh,2017,16256,1.56,18,70,1,walking,5.7
Andhra Pradesh,2017,16256,1.56,20,85,0,metro,3.2
Andhra Pradesh,2017,16256,1.56,15,15,1,cab,5.2
Andhra Pradesh,2017,16256,1.56,9,38,0,walking,4.1
Andhra Pradesh,2017,16256,1.56,20,36,0,cab,3.7
Andhra Pradesh,2017,16256,1.56,23,43,1,walking,6.0
Andhra Pradesh,2017,16256,1.56,18,30,1,metro,4.2
Andhra Pradesh,2017,16256,1.56,16,68,1,cab,4.0
Andhra Pradesh,2017,16256,1.56,21,47,1,walking,6.2
Andhra Pradesh,2017,16256,1.56,21,91,1,metro,4.7
Andhra Pradesh,2017,16256,1.56,15,62,1,walking,5.0
Andhra Pradesh,2017,16256,1.56,6,28,0,walking,4.0
Arunachal Pradesh,2017,293,0.03,5,43,0,walking,2.3
Arunachal Pradesh,2017,293,0.03,15,11,0,walking,3.4
Arunachal Pradesh,2017,293,0.03,23,89,1,walking,4.6
Arunachal Pradesh,2017,293,0.03,19,44,0,cab,2.0
Arunachal Pradesh,2017,293,0.03,17,60,0,walking,2.5
Arunachal Pradesh,2017,293,0.03,12,11,0,metro,2.0
Arunachal Pradesh,2017,293,0.03,18,60,0,cab,2.0
Arunachal Pradesh,2017,293,0.03,20,30,0,walking,3.2
Arunachal Pradesh,2017,293,0.03,0,11,1,cab,4.9
Arunachal Pradesh,2017,293,0.03,8,12,1,cab,3.3
Arunachal Pradesh,2017,293,0.03,22,6,0,walking,4.6
Arunachal Pradesh,2017,293,0.03,17,93,0,walking,2.6
Arunachal Pradesh,2017,293,0.03,23,8,1,cab,4.6
Arunachal Pradesh,2017,293,0.03,20,64,0,cab,2.2
Arunachal Pradesh,2017,293,0.03,8,68,0,walking,2.5
Arunachal Pradesh,2017,293,0.03,13,12,0,metro,2.1
Arunachal Pradesh,2017,293,0.03,22,93,1,cab,3.3
Arunachal Pradesh,2017,293,0.03,14,35,0,metro,1.2
Arunachal Pradesh,2017,293,0.03,21,37,0,cab,2.4
Arunachal Pradesh,2017,293,0.03,13,31,1,metro,2.2
Arunachal Pradesh,2017,293,0.03,22,40,0,walking,3.6
Arunachal Pradesh,2017,293,0.03,12,91,1,cab,2.5
Arunachal Pradesh,2017,293,0.03,19,12,1,walking,4.8
Arunachal Pradesh,2017,293,0.03,2,31,1,cab,4.0
Arunachal Pradesh,2017,293,0.03,19,27,0,walking,3.2
Arunachal Pradesh,2017,293,0.03,23,12,0,cab,3.7
Arunachal Pradesh,2017,293,0.03,16,93,1,metro,2.1
Arunachal Pradesh,2017,293,0.03,20,16,1,cab,4.1
Arunachal Pradesh,2017,293,0.03,9,100,1,cab,2.7
Arunachal Pradesh,2017,293,0.03,19,7,1,walking,5.0
Arunachal Pradesh,2017,293,0.03,19,30,0,metro,1.4
Arunachal Pradesh,2017,293,0.03,21,69,0,metro,2.2
Arunachal Pradesh,2017,293,0.03,11,57,0,metro,1.2
Arunachal Pradesh,2017,293,0.03,13,28,1,metro,2.0
Arunachal Pradesh,2017,293,0.03,9,99,1,cab,2.3
Arunachal Pradesh,2017,293,0.03,17,67,1,cab,2.7
Arunachal Pradesh,2017,293,0.03,5,96,0,cab,1.2
Arunachal Pradesh,2017,293,0.03,23,15,1,walking,5.5
Arunachal Pradesh,2017,293,0.03,3,91,1,cab,3.7
Arunachal Pradesh,2017,293,0.03,9,71,0,walking,2.5
Arunachal Pradesh,2017,293,0.03,12,40,0,cab,1.6
Arunachal Pradesh,2017,293,0.03,2,64,0,walking,3.9
Arunachal Pradesh,2017,293,0.03,22,41,0,cab,2.3
Arunachal Pradesh,2017,293,0.03,17,32,1,metro,2.0
Arunachal Pradesh,2017,293,0.03,20,82,0,walking,3.0
Arunachal Pradesh,2017,293,0.03,14,50,0,cab,1.5
Arunachal Pradesh,2017,293,0.03,17,82,0,metro,1.0
Arunachal Pradesh,2017,293,0.03,12,62,0,cab,1.5
Arunachal Pradesh,2017,293,0.03,15,43,1,cab,2.6
Arunachal Pradesh,2017,293,0.03,14,6,1,metro,2.9
Arunachal Pradesh,2017,293,0.03,22,17,0,cab,3.7
Arunachal Pradesh,2017,293,0.03,0,6,1,cab,4.9
Arunachal Pradesh,2017,293,0.03,18,39,0,metro,1.4
Arunachal Pradesh,2017,293,0.03,14,53,0,walking,2.6
Arunachal Pradesh,2017,293,0.03,21,74,0,cab,2.4
Arunachal Pradesh,2017,293,0.03,12,31,1,walking,3.5
Arunachal Pradesh,2017,293,0.03,23,47,0,cab,2.7
Arunachal Pradesh,2017,293,0.03,19,93,0,walking,3.1
Arunachal Pradesh,2017,293,0.03,2,58,0,walking,3.9
Arunachal Pradesh,2017,293,0.03,16,37,0,cab,1.3
Arunachal Pradesh,2017,293,0.03,2,57,1,metro,3.4
Arunachal Pradesh,2017,293,0.03,23,29,1,walking,4.6
Arunachal Pradesh,2017,293,0.03,0,54,1,metro,3.5
Arunachal Pradesh,2017,293,0.03,21,5,0,metro,2.9
Arunachal Pradesh,2017,293,0.03,19,54,0,walking,2.9
Arunachal Pradesh,2017,293,0.03,19,45,0,walking,3.1
Arunachal Pradesh,2017,293,0.03,18,66,0,metro,1.5
Arunachal Pradesh,2017,293,0.03,1,74,1,metro,3.5
Arunachal Pradesh,2017,293,0.03,8,10,1,walking,4.6
Arunachal Pradesh,2017,293,0.03,18,86,1,metro,2.7
Arunachal Pradesh,2017,293,0.03,22,54,1,cab,3.7
Arunachal Pradesh,2017,293,0.03,19,9,1,metro,3.5
Arunachal Pradesh,2017,293,0.03,13,8,0,cab,2.6
Arunachal Pradesh,2017,293,0.03,9,100,1,walking,3.5
Arunachal Pradesh,2017,293,0.03,23,20,1,walking,4.4
Arunachal Pradesh,2017,293,0.03,21,96,0,cab,2.6
Arunachal Pradesh,2017,293,0.03,1,39,0,walking,3.9
Arunachal Pradesh,2017,293,0.03,3,52,1,walking,4.9
Arunachal Pradesh,2017,293,0.03,15,76,0,walking,2.5
Arunachal Pradesh,2017,293,0.03,1,15,0,walking,4.9
Arunachal Pradesh,2017,293,0.03,19,5,1,walking,4.9
Arunachal Pradesh,2017,293,0.03,17,21,1,metro,2.0
Arunachal Pradesh,2017,293,0.03,18,15,0,cab,3.1
Arunachal Pradesh,2017,293,0.03,16,65,0,metro,1.2
Arunachal Pradesh,2017,293,0.03,14,20,1,cab,2.5
Arunachal Pradesh,2017,293,0.03,3,80,1,cab,3.7
Arunachal Pradesh,2017,293,0.03,12,37,0,walking,2.6
Arunachal Pradesh,2017,293,0.03,11,14,0,walking,3.7
Arunachal Pradesh,2017,293,0.03,8,24,1,walking,3.4
Arunachal Pradesh,2017,293,0.03,17,35,1,walking,3.7
Arunachal Pradesh,2017,293,0.03,22,57,0,metro,1.8
Arunachal Pradesh,2017,293,0.03,8,41,1,cab,2.5
Arunachal Pradesh,2017,293,0.03,13,72,1,metro,1.9
Arunachal Pradesh,2017,293,0.03,22,95,0,cab,2.5
Arunachal Pradesh,2017,293,0.03,10,61,0,walking,2.7
Arunachal Pradesh,2017,293,0.03,16,45,1,cab,2.3
Arunachal Pradesh,2017,293,0.03,16,30,0,walking,2.7
Arunachal Pradesh,2017,293,0.03,14,91,1,cab,2.5
Arunachal Pradesh,2017,293,0.03,9,36,0,walking,2.5
Arunachal Pradesh,2017,293,0.03,2,94,1,walking,4.8
Assam,2017,20996,2.01,10,56,0,metro,2.9
Assam,2017,20996,2.01,1,5,1,walking,7.7
Assam,2017,20996,2.01,11,83,1,metro,4.1
Assam,2017,20996,2.01,16,22,0,cab,3.6
Assam,2017,20996,2.01,4,99,0,metro,4.5
Assam,2017,20996,2.01,13,13,0,cab,4.4
Assam,2017,20996,2.01,17,92,1,walking,5.6
Assam,2017,20996,2.01,2,51,1,metro,5.3
Assam,2017,20996,2.01,1,25,0,cab,4.7
Assam,2017,20996,2.01,15,90,1,cab,4.6
Assam,2017,20996,2.01,15,94,0,cab,3.4
Assam,2017,20996,2.01,23,24,1,metro,5.0
Assam,2017,20996,2.01,8,67,0,metro,3.1
Assam,2017,20996,2.01,20,42,0,cab,3.8
Assam,2017,20996,2.01,16,7,0,metro,4.0
Assam,2017,20996,2.01,19,91,1,metro,4.7
Assam,2017,20996,2.01,15,7,0,walking,5.6
Assam,2017,20996,2.01,11,19,1,walking,6.4
Assam,2017,20996,2.01,3,98,0,metro,4.5
Assam,2017,20996,2.01,8,76,1,metro,4.1
Assam,2017,20996,2.01,13,100,1,walking,5.6
Assam,2017,20996,2.01,10,55,1,walking,5.4
Assam,2017,20996,2.01,11,86,0,walking,4.6
Assam,2017,20996,2.01,21,32,1,cab,5.6
Assam,2017,20996,2.01,9,38,0,metro,3.0
Assam,2017,20996,2.01,12,90,0,metro,3.0
Assam,2017,20996,2.01,17,27,0,walking,4.4
Assam,2017,20996,2.01,8,10,1,walking,6.6
Assam,2017,20996,2.01,21,58,1,metro,5.0
Assam,2017,20996,2.01,23,72,1,walking,6.3
Assam,2017,20996,2.01,0,89,1,cab,5.8
Assam,2017,20996,2.01,0,60,0,metro,4.2
Assam,2017,20996,2.01,17,52,0,cab,3.5
Assam,2017,20996,2.01,20,44,1,cab,5.2
Assam,2017,20996,2.01,19,99,0,metro,3.5
Assam,2017,20996,2.01,11,63,0,walking,4.4
Assam,2017,20996,2.01,10,97,1,walking,5.4
Assam,2017,20996,2.01,20,83,1,cab,5.2
Assam,2017,20996,2.01,15,27,0,cab,3.6
Assam,2017,20996,2.01,16,93,1,cab,4.6
Assam,2017,20996,2.01,23,57,0,cab,4.4
Assam,2017,20996,2.01,19,9,1,metro,5.7
Assam,2017,20996,2.01,22,28,1,metro,5.0
Assam,2017,20996,2.01,5,9,0,walking,5.2
Assam,2017,20996,2.01,18,36,0,walking,5.1
Assam,2017,20996,2.01,10,78,0,walking,4.4
Assam,2017,20996,2.01,20,81,1,metro,4.6
Assam,2017,20996,2.01,11,88,1,cab,4.4
Assam,2017,20996,2.01,16,45,1,metro,4.2
Assam,2017,20996,2.01,21,9,0,walking,6.6
Assam,2017,20996,2.01,16,44,0,walking,4.4
Assam,2017,20996,2.01,5,60,1,metro,4.0
Assam,2017,20996,2.01,17,64,0,walking,4.6
Assam,2017,20996,2.01,19,56,0,metro,3.7
Assam,2017,20996,2.01,22,81,0,walking,5.4
Assam,2017,20996,2.01,19,56,0,cab,4.2
Assam,2017,20996,2.01,17,57,1,walking,5.6
Assam,2017,20996,2.01,0,39,0,walking,5.7
Assam,2017,20996,2.01,0,82,1,metro,5.2
Assam,2017,20996,2.01,0,61,0,walking,5.9
Assam,2017,20996,2.01,22,37,1,walking,6.6
Assam,2017,20996,2.01,23,35,0,cab,4.6
Assam,2017,20996,2.01,1,94,1,metro,5.3
Assam,2017,20996,2.01,23,78,0,cab,4.4
Assam,2017,20996,2.01,8,20,1,metro,4.1
Assam,2017,20996,2.01,20,84,0,metro,3.7
